CAS Latency,ECC,Heat Spreader,Manufacturer,Name,Price/GB,Prices,Size,Speed,is_ddr4,ddr3_speed,ddr4_speed,ddr_speed
9,No,Yes,Corsair,Corsair Vengeance 16GB (2 x 8GB) DDR3-1866 Memory,$6.43,"[102.88, 103.52, 112.99, 139.99, 161.09]",16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,Yes,No,Kingston,Kingston 16GB (1 x 16GB) Registered DDR3-1600 Memory,$9.41,[150.49],16GB (1 x 16GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 4GB (1 x 4GB) Registered DDR3-1600 Memory,$8.25,"[32.99, 29.98]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair XMS3 4GB (2 x 2GB) DDR3-1600 Memory,$13.75,[54.99],4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
7,No,No,Mushkin,Mushkin 2GB (1 x 2GB) DDR3-1066 Memory,$10.99,[21.99],2GB (1 x 2GB),DDR3-1066,False,1066.0,,1066
9,No,Yes,Corsair,Corsair XMS3 4GB (2 x 2GB) DDR3-1333 Memory,$11.25,[44.99],4GB (2 x 2GB),DDR3-1333,False,1333.0,,1333
8,No,Yes,Corsair,Corsair Dominator GT 4GB (2 x 2GB) DDR3-2000 Memory,$38.75,[154.99],4GB (2 x 2GB),DDR3-2000,False,2000.0,,2000
9,No,Yes,Corsair,Corsair Vengeance Pro 16GB (4 x 4GB) DDR3-2400 Memory,$18.75,[299.99],16GB (4 x 4GB),DDR3-2400,False,2400.0,,2400
9,No,No,G.Skill,G.Skill 2GB (1 x 2GB) DDR3-1333 Memory,$8.49,"[15.99, 20.97]",2GB (1 x 2GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Kingston,Kingston Predator Series 16GB (4 x 4GB) DDR3-1866 Memory,$15.01,[240.21],16GB (4 x 4GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair XMS 6GB (3 x 2GB) DDR3-2000 Memory,$31.73,[190.36],6GB (3 x 2GB),DDR3-2000,False,2000.0,,2000
9,No,No,Wintec,Wintec Value 2GB (1 x 2GB) DDR3-1333 Memory,$14.03,[19.99],2GB (1 x 2GB),DDR3-1333,False,1333.0,,1333
9,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1333 Memory,$12.36,[98.85],8GB (1 x 8GB),DDR3-1333,False,1333.0,,1333
11,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-2666 Memory,$23.12,[184.99],8GB (2 x 4GB),DDR3-2666,False,2666.0,,2666
9,No,Yes,Corsair,Corsair XMS3 2GB (2 x 1GB) DDR3-1333 Memory,$27.50,[54.99],2GB (2 x 1GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 32GB (4 x 8GB) DDR3-1866 Memory,$5.72,"[182.99, 187.97]",32GB (4 x 8GB),DDR3-1866,False,1866.0,,1866
9,Yes,No,Wintec,Wintec 4GB (1 x 4GB) Registered DDR3-1333 Memory,$14.00,[55.99],4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Mushkin,Mushkin Blackline 32GB (4 x 8GB) DDR3-1600 Memory,$6.25,"[199.88, 219.98]",32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Corsair,Corsair Dominator Platinum 64GB (8 x 8GB) DDR3-2400 Memory,$15.78,[1009.99],64GB (8 x 8GB),DDR3-2400,False,2400.0,,2400
11,No,No,Wintec,Wintec Value 8GB (1 x 8GB) DDR3-1600 Memory,$7.00,[55.99],8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,No,Samsung,Samsung 2GB (1 x 2GB) DDR3-1333 Memory,$11.93,[23.86],2GB (1 x 2GB),DDR3-1333,False,1333.0,,1333
9,No,No,Kingston,Kingston 2GB (2 x 1GB) DDR3-1333 Memory,$14.99,[29.99],2GB (2 x 1GB),DDR3-1333,False,1333.0,,1333
11,Yes,No,Kingston,Kingston 4GB (1 x 4GB) Registered DDR3-1600 Memory,$13.83,[55.33],4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,No,Crucial,Crucial Ballistix Sport 4GB (1 x 4GB) DDR3-1866 Memory,$10.95,[35.7],4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair Dominator Platinum 8GB (2 x 4GB) DDR3-1600 Memory,$13.75,[109.99],8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,Corsair,Corsair XMS 6GB (3 x 2GB) DDR3-1333 Memory,$9.16,[54.99],6GB (3 x 2GB),DDR3-1333,False,1333.0,,1333
8,No,Yes,Corsair,Corsair Vengeance 6GB (3 x 2GB) DDR3-1600 Memory,$12.50,[74.99],6GB (3 x 2GB),DDR3-1600,False,1600.0,,1600
9,Yes,No,Crucial,Crucial 4GB (1 x 4GB) Registered DDR3-1333 Memory,$18.23,[72.91],4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Mushkin,Mushkin Stealth 8GB (2 x 4GB) DDR3-1600 Memory,$6.74,"[53.88, 52.99, 57.97]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,G.Skill,G.Skill ECO Series 4GB (2 x 2GB) DDR3-1333 Memory,$8.24,"[31.99, 36.97]",4GB (2 x 2GB),DDR3-1333,False,1333.0,,1333
10,No,No,G.Skill,G.Skill Ripjaws Series 4GB (1 x 4GB) DDR3-1866 Memory,$6.25,[24.99],4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
10,No,No,G.Skill,G.Skill Ripjaws Series 8GB (2 x 4GB) DDR3-1866 Memory,$6.75,"[53.99, 56.15, 58.48]",8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
13,Yes,Yes,Wintec,Wintec 32GB (1 x 32GB) Registered DDR3-1866 Memory,$6.88,"[220.0, 219.99]",32GB (1 x 32GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair Dominator 24GB (6 x 4GB) DDR3-1600 Memory,$9.58,[229.99],24GB (6 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Dominator Platinum 16GB (4 x 4GB) DDR3-2133 Memory,$12.19,[194.99],16GB (4 x 4GB),DDR3-2133,False,2133.0,,2133
10,No,No,G.Skill,G.Skill Ripjaws Series 8GB (1 x 8GB) DDR3-1866 Memory,$7.00,[55.99],8GB (1 x 8GB),DDR3-1866,False,1866.0,,1866
8,No,Yes,Crucial,Crucial Ballistix 3GB (3 x 1GB) DDR3-1600 Memory,$41.66,[124.99],3GB (3 x 1GB),DDR3-1600,False,1600.0,,1600
9,No,No,Mushkin,Mushkin Essentials 4GB (2 x 2GB) DDR3-1333 Memory,$8.47,"[33.88, 36.98, 38.99, 44.98]",4GB (2 x 2GB),DDR3-1333,False,1333.0,,1333
9,No,No,Patriot,Patriot Signature 4GB (1 x 4GB) DDR3-1333 Memory,$6.50,"[25.99, 24.0]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,No,Corsair,Corsair Mac Memory 32GB (4 x 8GB) DDR3-1866 Memory,$6.25,"[199.99, 199.99, 269.99, 279.99]",32GB (4 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,AMD,AMD R9 2400 16GB (2 x 8GB) DDR3-2400 Memory,$11.56,[176.99],16GB (2 x 8GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Corsair,Corsair Vengeance 6GB (3 x 2GB) DDR3-1600 Memory,$9.16,[54.99],6GB (3 x 2GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Corsair,Corsair Dominator Platinum 16GB (4 x 4GB) DDR3-2800 Memory,$39.37,[629.99],16GB (4 x 4GB),DDR3-2800,False,2800.0,,2800
11,No,No,Patriot,Patriot Signature 8GB (2 x 4GB) DDR3-1600 Memory,$7.38,[55.2],8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 64GB (4 x 16GB) Registered DDR3-1600 Memory,$7.25,"[463.99, 510.99, 560.0]",64GB (4 x 16GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Kingston,Kingston HyperX Fury Red 8GB (2 x 4GB) DDR3-1333 Memory,$8.62,"[68.99, 65.41]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Kingston,Kingston Savage 4GB (1 x 4GB) DDR3-1866 Memory,$10.24,"[39.99, 39.99, 34.98]",4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,Mushkin,Mushkin Blackline 8GB (2 x 4GB) DDR3-2400 Memory,$6.25,[49.99],8GB (2 x 4GB),DDR3-2400,False,2400.0,,2400
7,No,No,Mushkin,Mushkin 4GB (2 x 2GB) DDR3-1066 Memory,$6.25,"[23.99, 27.98, 28.97, 29.47]",4GB (2 x 2GB),DDR3-1066,False,1066.0,,1066
9,No,Yes,Corsair,Corsair Dominator Platinum 8GB (2 x 4GB) DDR3-3200 Memory,$95.00,[759.99],8GB (2 x 4GB),DDR3-3200,False,3200.0,,3200
10,No,Yes,G.Skill,G.Skill Ripjaws X Series 16GB (2 x 8GB) DDR3-1866 Memory,$6.44,[102.97],16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
10,No,Yes,G.Skill,G.Skill Trident X Series 16GB (2 x 8GB) DDR3-2400 Memory,$6.74,"[107.88, 111.97, 112.99, 124.93]",16GB (2 x 8GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Corsair,Corsair Vengeance LP 16GB (2 x 8GB) DDR3-1600 Memory,$5.62,"[89.89, 92.99, 109.99, 134.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,G.Skill,G.Skill Ares Series 16GB (2 x 8GB) DDR3-2400 Memory,$6.31,"[100.89, 100.99, 119.13]",16GB (2 x 8GB),DDR3-2400,False,2400.0,,2400
10,No,Yes,Kingston,Kingston HyperX Fury Blue 8GB (1 x 8GB) DDR3-1600 Memory,$6.75,"[53.99, 48.17, 64.95, 68.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,Yes,No,Samsung,Samsung 4GB (1 x 4GB) Registered DDR3-1333 Memory,$3.00,"[7.52, 35.62]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,Yes,G.Skill,G.Skill AEGIS 8GB (1 x 8GB) DDR3-1600 Memory,$6.25,"[49.97, 48.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 8GB (1 x 8GB) DDR3-1333 Memory,$5.75,"[46.02, 49.99]",8GB (1 x 8GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 16GB (4 x 4GB) DDR3-1600 Memory,$6.25,"[99.99, 100.88, 109.99, 109.99]",16GB (4 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX Fury White 8GB (1 x 8GB) DDR3-1866 Memory,$7.80,"[54.4, 66.99, 67.99]",8GB (1 x 8GB),DDR3-1866,False,1866.0,,1866
9,No,No,Mushkin,Mushkin Essentials 4GB (1 x 4GB) DDR3-1333 Memory,$6.36,"[20.91, 25.88, 24.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,No,Corsair,Corsair ValueSelect 8GB (1 x 8GB) DDR3-1600 Memory,$6.37,"[49.99, 49.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Kingston,Kingston Savage 8GB (1 x 8GB) DDR3-2400 Memory,$9.25,"[73.99, 73.99, 82.99]",8GB (1 x 8GB),DDR3-2400,False,2400.0,,2400
11,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-1866 Memory,$6.25,[49.99],8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
10,No,Yes,G.Skill,G.Skill Trident X Series 32GB (4 x 8GB) DDR3-2400 Memory,$6.72,"[214.99, 219.97, 220.09]",32GB (4 x 8GB),DDR3-2400,False,2400.0,,2400
10,No,Yes,Crucial,Crucial Ballistix Sport XT 16GB (2 x 8GB) DDR3-1866 Memory,$7.38,[109.99],16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
10,No,Yes,G.Skill,G.Skill Trident X Series 8GB (2 x 4GB) DDR3-2400 Memory,$7.37,[58.99],8GB (2 x 4GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Kingston,Kingston Savage 8GB (2 x 4GB) DDR3-1866 Memory,$8.82,"[70.59, 70.59, 78.99]",8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair XMS3 8GB (1 x 8GB) DDR3-1333 Memory,$6.25,"[48.99, 48.99, 57.87, 69.99]",8GB (1 x 8GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Dominator Platinum 32GB (4 x 8GB) DDR3-1866 Memory,$7.50,"[231.43, 279.99]",32GB (4 x 8GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair Vengeance 16GB (2 x 8GB) DDR3-1600 Memory,$6.25,"[99.99, 99.99, 134.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX Fury Blue 16GB (2 x 8GB) DDR3-1866 Memory,$6.44,"[102.99, 102.99, 129.95, 136.99]",16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,Crucial,Crucial Ballistix Elite 8GB (1 x 8GB) DDR3-2133 Memory,$8.50,"[67.99, 69.99, 102.87]",8GB (1 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,Yes,Team,Team Elite Plus 16GB (2 x 8GB) DDR3-1600 Memory,$5.31,"[84.97, 85.89, 85.99, 97.98]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Crucial,Crucial Ballistix Tactical 16GB (2 x 8GB) DDR3-1866 Memory,$7.72,[123.56],16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,No,G.Skill,G.Skill 4GB (1 x 4GB) DDR3-1600 Memory,$6.50,"[24.99, 28.97]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair XMS3 8GB (2 x 4GB) DDR3-1333 Memory,$7.14,"[57.13, 57.99, 54.99, 74.99]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,No,Corsair,Corsair 8GB (2 x 4GB) DDR3-1600 Memory,$6.87,"[53.99, 60.51, 69.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Patriot,Patriot Viper 3 8GB (2 x 4GB) DDR3-2133 Memory,$6.62,[52.99],8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
10,No,Yes,Kingston,Kingston HyperX Fury Red 16GB (2 x 8GB) DDR3-1600 Memory,$6.78,"[108.49, 111.9, 119.99, 136.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,Crucial,Crucial Ballistix Tactical Tracer 12GB (3 x 4GB) DDR3-1600 Memory,$9.17,[109.99],12GB (3 x 4GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,Crucial,Crucial Ballistix Tactical Tracer 8GB (2 x 4GB) DDR3-1600 Memory,$12.49,[99.95],8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Team,Team Elite 8GB (1 x 8GB) DDR3-1600 Memory,$5.87,[45.99],8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
7,No,No,Mushkin,Mushkin 4GB (2 x 2GB) DDR3-1066 Memory,$7.82,"[31.27, 27.49]",4GB (2 x 2GB),DDR3-1066,False,1066.0,,1066
9,No,No,Wintec,Wintec Value 8GB (2 x 4GB) DDR3-1333 Memory,$6.50,[51.99],8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,Yes,AMD,AMD R5 Entertainment Series 16GB (2 x 8GB) DDR3-1600 Memory,$10.90,[174.41],16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,AMD,AMD R5 Entertainment Series 4GB (1 x 4GB) DDR3-1600 Memory,$12.62,[50.5],4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance Performance 8GB (2 x 4GB) DDR3-2133 Memory,$10.62,[84.99],8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
10,No,Yes,G.Skill,G.Skill Sniper Series 16GB (2 x 8GB) DDR3-1600 Memory,$5.62,"[89.89, 94.99, 120.47]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Mushkin,Mushkin ECO2 8GB (2 x 4GB) DDR3-1600 Memory,$6.37,"[50.97, 51.99, 55.88]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Kingston,Kingston Savage 16GB (2 x 8GB) DDR3-1866 Memory,$6.94,"[110.99, 118.92, 126.34, 149.99, 146.99]",16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
10,No,Yes,G.Skill,G.Skill Ares Series 8GB (2 x 4GB) DDR3-2133 Memory,$6.75,"[53.99, 59.92]",8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,Corsair,Corsair Vengeance 12GB (3 x 4GB) DDR3-1600 Memory,$7.50,"[89.99, 82.99, 114.99]",12GB (3 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,No,Kingston,Kingston 2GB (1 x 2GB) DDR3-1333 Memory,$8.99,"[16.99, 18.99]",2GB (1 x 2GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,Kingston,Kingston HyperX Fury Blue 4GB (1 x 4GB) DDR3-1866 Memory,$8.25,"[32.99, 34.99, 28.99, 36.99]",4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-1600 Memory,$7.61,"[60.88, 59.99, 66.9, 59.99, 74.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
7,No,Yes,G.Skill,G.Skill Ripjaws Series 16GB (4 x 4GB) DDR3-1066 Memory,$6.80,"[108.88, 108.99, 113.97]",16GB (4 x 4GB),DDR3-1066,False,1066.0,,1066
9,No,Yes,Corsair,Corsair Vengeance LP 16GB (2 x 8GB) DDR3-1600 Memory,$7.06,[112.99],16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 4GB (2 x 2GB) DDR3-1600 Memory,$6.50,"[25.99, 27.0, 35.99]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
11,No,No,G.Skill,G.Skill NS Series 4GB (1 x 4GB) DDR3-1600 Memory,$7.24,"[28.97, 27.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 8GB (2 x 4GB) DDR3-2133 Memory,$7.62,"[59.99, 66.58, 79.95, 79.99]",8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
9,No,No,Kingston,Kingston Value 4GB (1 x 4GB) DDR3-1333 Memory,$6.25,[25.0],4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-1600 Memory,$7.62,"[59.99, 58.0, 74.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Crucial,Crucial Ballistix Sport XT 8GB (1 x 8GB) DDR3-1866 Memory,$6.87,"[54.99, 54.99]",8GB (1 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,Kingston,Kingston Savage 4GB (1 x 4GB) DDR3-2400 Memory,$10.25,"[40.99, 43.99, 43.99, 43.99]",4GB (1 x 4GB),DDR3-2400,False,2400.0,,2400
11,No,Yes,Kingston,Kingston Savage 16GB (2 x 8GB) DDR3-2133 Memory,$7.75,"[123.99, 144.99, 163.99]",16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,Yes,Corsair,Corsair Dominator Platinum 32GB (4 x 8GB) DDR3-2400 Memory,$8.44,"[269.99, 269.99, 299.95]",32GB (4 x 8GB),DDR3-2400,False,2400.0,,2400
9,No,No,Patriot,Patriot Signature 4GB (1 x 4GB) DDR3-1333 Memory,$6.75,"[26.99, 24.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Crucial,Crucial Ballistix Sport 8GB (2 x 4GB) DDR3-1600 Memory,$7.12,[55.99],8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,No,G.Skill,G.Skill Value Series 8GB (2 x 4GB) DDR3-1333 Memory,$6.25,"[48.99, 55.76]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,G.Skill,G.Skill Ares Series 32GB (4 x 8GB) DDR3-1866 Memory,$6.16,"[196.97, 199.95]",32GB (4 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,G.Skill,G.Skill Ripjaws Z Series 32GB (4 x 8GB) DDR3-2133 Memory,$6.28,"[200.99, 205.97]",32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
10,No,Yes,G.Skill,G.Skill Trident X Series 16GB (4 x 4GB) DDR3-2400 Memory,$7.30,"[116.88, 121.97, 124.99]",16GB (4 x 4GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Corsair,Corsair XMS3 2GB (1 x 2GB) DDR3-1333 Memory,$9.49,"[17.99, 24.99]",2GB (1 x 2GB),DDR3-1333,False,1333.0,,1333
11,Yes,No,IBM,IBM 16GB (1 x 16GB) Registered DDR3-1600 Memory,$25.46,[407.38],16GB (1 x 16GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Team,Team Vulcan 8GB (2 x 4GB) DDR3-1600 Memory,$6.25,[48.99],8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,No,G.Skill,G.Skill Value Series 8GB (1 x 8GB) DDR3-1333 Memory,$5.75,"[44.99, 49.97]",8GB (1 x 8GB),DDR3-1333,False,1333.0,,1333
11,No,No,G.Skill,G.Skill Value 8GB (1 x 8GB) DDR3-1600 Memory,$6.12,"[47.99, 50.97, 51.84]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ares Series 8GB (2 x 4GB) DDR3-1866 Memory,$6.87,"[54.99, 61.72]",8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,Patriot,Patriot Signature 8GB (2 x 4GB) DDR3-1600 Memory,$6.12,[49.0],8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Mushkin,Mushkin Blackline 16GB (2 x 8GB) DDR3-2400 Memory,$6.25,[99.99],16GB (2 x 8GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,G.Skill,G.Skill Trident X Series 16GB (2 x 8GB) DDR3-2133 Memory,$6.56,"[104.99, 116.53]",16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,No,Kingston,Kingston 16GB (2 x 8GB) DDR3-1600 Memory,$6.35,"[101.67, 102.98, 103.99, 104.99, 104.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Kingston,Kingston Savage 8GB (1 x 8GB) DDR3-2133 Memory,$8.25,"[65.99, 73.49, 73.49, 81.99]",8GB (1 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,Yes,Mushkin,Mushkin ECO2 8GB (2 x 4GB) DDR3-1600 Memory,$6.12,"[47.99, 49.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 32GB (4 x 8GB) DDR3-1866 Memory,$6.62,"[211.99, 229.0, 274.99]",32GB (4 x 8GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair Dominator Platinum 16GB (2 x 8GB) DDR3-1866 Memory,$8.12,[129.99],16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,G.Skill,G.Skill Ripjaws X Series 32GB (4 x 8GB) DDR3-2400 Memory,$6.37,"[203.99, 208.97]",32GB (4 x 8GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Corsair,Corsair Vengeance Pro 16GB (2 x 8GB) DDR3-1600 Memory,$5.93,"[94.88, 94.99, 104.99, 109.99, 139.99, 146.03]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Avexir,Avexir Core Series 4GB (1 x 4GB) DDR3-1600 Memory,$8.49,[32.99],4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,Crucial,Crucial Ballistix Tactical 32GB (4 x 8GB) DDR3-1600 Memory,$5.94,[189.99],32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance LP 8GB (2 x 4GB) DDR3-1866 Memory,$8.12,[64.99],8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
10,No,Yes,Kingston,Kingston HyperX FURY 4GB (1 x 4GB) DDR3-1600 Memory,$8.74,"[33.99, 36.99, 33.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair XMS 16GB (2 x 8GB) DDR3-1333 Memory,$6.25,"[99.99, 93.99, 134.99]",16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,Kingston,Kingston HyperX Fury Red 8GB (1 x 8GB) DDR3-1600 Memory,$6.62,"[53.0, 51.99, 64.99, 64.99, 67.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 64GB (8 x 8GB) DDR3-2400 Memory,$6.87,[439.99],64GB (8 x 8GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,G.Skill,G.Skill Ripjaws Series 12GB (3 x 4GB) DDR3-1600 Memory,$6.83,"[81.99, 83.97, 87.7, 89.9]",12GB (3 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,VisionTek,VisionTek 2GB (1 x 2GB) DDR3-1600 Memory,$14.95,"[29.89, 29.99, 29.99, 29.38]",2GB (1 x 2GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 2GB (1 x 2GB) DDR3-1600 Memory,$8.99,"[17.99, 20.99, 19.99, 15.6]",2GB (1 x 2GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,PNY,PNY Anarchy 16GB (2 x 8GB) DDR3-1600 Memory,$5.08,[73.19],16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 16GB (4 x 4GB) DDR3-1600 Memory,$6.50,"[103.99, 108.97, 119.0, 123.56]",16GB (4 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 4GB (2 x 2GB) DDR3-1600 Memory,$7.00,"[28.0, 33.98]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
12,No,Yes,Corsair,Corsair Dominator Platinum 32GB (4 x 8GB) DDR3-2666 Memory,$12.34,"[394.99, 405.38]",32GB (4 x 8GB),DDR3-2666,False,2666.0,,2666
11,Yes,No,Crucial,Crucial 8GB (1 x 8GB) DDR3-1600 Memory,$8.00,"[63.99, 69.99, 64.92, 76.13]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ares Series 8GB (2 x 4GB) DDR3-1600 Memory,$6.36,"[50.89, 53.99, 61.95]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
